symbol,ltp,changepct,contribution
RELIANCE,1307.8,2.19,45.7
ICICIBANK,1401.2,1.48,29.84
HDFCBANK,824.95,0.91,27.98
INFY,1068.0,1.64,18.58
LT,3945.8,1.54,14.76
AXISBANK,1323.7,2.01,14.4
SBIN,1036.0,1.36,10.96
M&M,3129.4,1.43,9.55
BAJFINANCE,1020.5,1.66,9.04
JIOFIN,241.96,3.68,7.66
BEL,414.85,2.13,6.55
TCS,2069.0,0.95,6.14
TATASTEEL,191.19,1.75,5.21
HDFCLIFE,567.7,2.87,4.93
ULTRACEMCO,11711.0,1.62,4.67
INDIGO,5312.0,1.58,4.17
HCLTECH,1164.1,1.19,4.12
SBILIFE,1862.9,2.26,4.1
MARUTI,13854.0,0.92,3.88
TECHM,1454.8,2.0,3.78
JSWSTEEL,1245.4,1.6,3.6
ADANIPORTS,1828.1,1.56,3.51
TMPV,337.95,1.95,3.3
ADANIENT,3157.3,2.39,3.18
SHRIRAMFIN,1044.1,1.2,2.79
BAJAJFINSV,1916.0,1.11,2.66
WIPRO,175.46,1.56,2.23
TITAN,4584.4,0.63,2.03
POWERGRID,283.1,0.62,1.55
GRASIM,3213.6,0.68,1.47
HINDUNILVR,2150.6,0.28,1.22
ONGC,244.96,0.54,1.07
MAXHEALTH,1108.1,0.62,1.04
HINDALCO,967.45,0.42,1.01
NTPC,344.55,0.25,0.79
KOTAKBANK,377.6,0.12,0.75
TATACONSUM,1111.9,0.47,0.72
ASIANPAINT,2677.8,0.15,0.4
EICHERMOT,7365.5,0.06,0.11
BAJAJ-AUTO,10156.0,0.01,0.02
APOLLOHOSP,8841.0,-0.05,-0.08
TRENT,2902.8,-0.04,-0.08
CIPLA,1439.4,-0.13,-0.23
COALINDIA,429.3,-0.14,-0.25
SUNPHARMA,1935.5,-0.17,-0.63
ITC,281.75,-0.11,-0.88
NESTLEIND,1455.2,-0.55,-1.03
DRREDDY,1244.3,-1.99,-3.03
ETERNAL,289.65,-0.96,-4.07
BHARTIARTL,1920.4,-0.55,-6.39
