symbol,ltp,changepct,contribution
HDFCBANK,1000.3,1.06,34.86
KOTAKBANK,2180.2,2.38,15.84
ETERNAL,290.95,2.72,12.33
RELIANCE,1545.0,0.53,11.83
INFY,1598.0,0.83,10.06
TATASTEEL,166.38,2.56,8.15
M&M,3665.2,0.97,6.93
MARUTI,16248.0,1.43,6.44
JIOFIN,298.45,2.61,5.81
SUNPHARMA,1807.2,1.22,4.87
GRASIM,2797.8,1.86,4.29
ADANIENT,2277.7,2.99,4.26
ULTRACEMCO,11472.0,1.37,4.22
LT,4003.9,0.32,3.28
SBIN,963.25,0.36,3.1
DRREDDY,1273.5,1.81,2.95
SHRIRAMFIN,847.15,1.18,2.93
CIPLA,1512.3,1.44,2.69
TECHM,1568.2,1.12,2.26
JSWSTEEL,1105.4,0.78,1.88
MAXHEALTH,1087.9,1.0,1.79
TMPV,346.65,0.95,1.72
TRENT,4047.5,0.73,1.53
BAJAJ-AUTO,9053.5,0.7,1.5
HCLTECH,1672.4,0.38,1.41
NTPC,322.6,0.31,1.05
HDFCLIFE,775.2,0.54,0.99
ADANIPORTS,1504.0,0.39,0.94
NESTLEIND,1215.0,0.47,0.94
COALINDIA,384.0,0.48,0.91
HINDALCO,824.35,0.32,0.82
HINDUNILVR,2305.6,0.17,0.79
INDIGO,4819.0,0.28,0.79
EICHERMOT,7256.0,0.38,0.78
WIPRO,259.25,0.49,0.75
TCS,3191.9,0.08,0.55
TATACONSUM,1142.1,0.18,0.29
BEL,387.5,0.04,0.13
BAJAJFINSV,2065.8,0.0,0.0
