symbol,ltp,changepct,contribution
HINDUNILVR,2160.0,1.07,4.46
TATACONSUM,1083.6,2.38,3.47
BHARTIARTL,1803.4,0.12,1.33
APOLLOHOSP,7550.0,-0.32,-0.47
COALINDIA,467.0,-0.66,-1.12
CIPLA,1314.7,-0.73,-1.22
POWERGRID,300.95,-0.88,-2.1
TECHM,1332.8,-1.28,-2.31
TRENT,3487.8,-1.31,-2.46
ADANIENT,1961.1,-2.09,-2.66
NESTLEIND,1202.2,-1.55,-2.76
ASIANPAINT,2196.8,-1.11,-2.83
DRREDDY,1292.3,-2.07,-3.02
SBILIFE,1904.4,-1.84,-3.19
WIPRO,197.58,-2.5,-3.41
TITAN,4073.2,-1.38,-4.25
BAJAJFINSV,1738.0,-1.89,-4.33
ADANIPORTS,1363.2,-2.08,-4.48
ONGC,264.1,-2.44,-4.63
SUNPHARMA,1801.6,-1.32,-4.71
NTPC,384.45,-1.59,-4.82
BAJFINANCE,855.05,-0.94,-4.9
MAXHEALTH,990.0,-3.07,-4.9
HDFCLIFE,625.75,-3.19,-5.24
TMPV,314.1,-3.33,-5.4
INDIGO,4158.2,-2.25,-5.68
JIOFIN,235.25,-2.95,-5.87
BAJAJ-AUTO,8875.0,-3.23,-6.21
SHRIRAMFIN,1003.6,-2.8,-6.22
EICHERMOT,6741.0,-3.48,-6.36
ITC,301.45,-0.88,-6.7
TCS,2410.5,-1.32,-8.16
HCLTECH,1325.4,-2.47,-8.18
GRASIM,2568.6,-4.07,-8.39
BEL,439.4,-3.22,-9.47
JSWSTEEL,1119.3,-4.76,-10.25
ETERNAL,215.68,-2.55,-10.33
ULTRACEMCO,10616.0,-4.46,-12.29
MARUTI,12591.0,-3.34,-13.45
KOTAKBANK,366.85,-2.3,-13.68
HINDALCO,910.05,-6.56,-15.04
INFY,1248.3,-1.4,-15.17
TATASTEEL,183.51,-5.43,-15.46
RELIANCE,1380.7,-0.83,-16.56
ICICIBANK,1254.8,-0.93,-17.93
AXISBANK,1197.3,-3.11,-21.31
M&M,2931.1,-3.42,-21.85
SBIN,1047.0,-3.65,-28.14
HDFCBANK,817.0,-1.93,-56.75
LT,3439.0,-8.16,-74.81
