symbol,ltp,changepct,contribution
BHARTIARTL,1954.9,0.77,8.82
BAJFINANCE,1036.75,1.26,6.52
AXISBANK,1189.6,0.78,6.06
ADANIPORTS,1437.8,2.02,4.18
BAJAJ-AUTO,9066.0,1.34,2.74
NTPC,341.7,0.59,2.28
SHRIRAMFIN,672.15,1.07,2.11
BAJAJFINSV,2020.4,0.8,1.94
SBIN,882.95,0.26,1.8
MARUTI,16323.0,0.36,1.33
HEROMOTOCO,5559.0,1.07,1.21
M&M,3459.7,0.14,0.83
KOTAKBANK,2152.1,0.09,0.67
SBILIFE,1815.3,0.27,0.49
ASIANPAINT,2342.5,0.1,0.25
CIPLA,1563.6,0.12,0.24
JIOFIN,308.45,0.1,0.19
TITAN,3533.6,0.05,0.16
ETERNAL,348.35,0.01,0.04
HDFCLIFE,746.55,-0.1,-0.18
HCLTECH,1494.7,-0.05,-0.19
APOLLOHOSP,7671.0,-0.13,-0.21
DRREDDY,1262.4,-0.16,-0.27
TRENT,4681.6,-0.2,-0.52
INDUSINDBK,759.9,-0.45,-0.57
SUNPHARMA,1668.4,-0.15,-0.68
TECHM,1450.9,-0.43,-0.94
HINDALCO,770.2,-0.48,-0.99
GRASIM,2798.0,-0.46,-1.1
JSWSTEEL,1161.4,-0.55,-1.23
ADANIENT,2527.4,-0.92,-1.25
TATASTEEL,173.03,-0.48,-1.27
EICHERMOT,6912.0,-0.76,-1.34
TATACONSUM,1117.0,-0.84,-1.46
COALINDIA,381.55,-0.77,-1.55
ICICIBANK,1379.4,-0.07,-1.62
NESTLEIND,1188.1,-0.95,-1.87
ONGC,244.09,-0.91,-1.97
WIPRO,245.13,-1.44,-2.25
BEL,409.4,-0.99,-2.55
ULTRACEMCO,12172.0,-0.89,-2.76
POWERGRID,286.15,-1.04,-3.33
LT,3769.5,-0.38,-3.41
TCS,3007.2,-0.7,-5.65
HINDUNILVR,2492.8,-1.43,-6.82
ITC,399.25,-0.88,-7.99
TATAMOTORS,660.75,-2.68,-8.25
RELIANCE,1375.0,-0.48,-10.47
HDFCBANK,977.0,-0.4,-13.42
INFY,1493.2,-1.43,-17.71
