symbol,ltp,changepct,contribution
RELIANCE,1240.4,-0.56,-11.26
INFY,1029.4,-0.88,-9.61
LT,3866.4,-0.98,-9.05
BHARTIARTL,1817.2,-0.71,-7.95
ICICIBANK,1339.6,-0.4,-7.77
SBIN,987.0,-0.9,-6.99
TCS,2105.0,-1.11,-6.91
BAJFINANCE,1008.8,-1.22,-6.4
SUNPHARMA,1846.4,-1.2,-4.31
AXISBANK,1242.7,-0.58,-4.01
HDFCBANK,738.6,-0.12,-3.56
ITC,265.8,-0.45,-3.45
BAJAJFINSV,1823.4,-1.43,-3.3
KOTAKBANK,412.65,-0.52,-3.12
HINDUNILVR,1933.8,-0.68,-2.86
HCLTECH,1270.4,-0.83,-2.77
NESTLEIND,1363.9,-1.52,-2.73
ULTRACEMCO,11000.0,-0.9,-2.5
GRASIM,3128.2,-1.19,-2.47
TATACONSUM,984.1,-1.65,-2.43
M&M,3044.5,-0.35,-2.25
TRENT,2782.9,-1.16,-2.19
EICHERMOT,7427.0,-1.14,-2.1
HINDALCO,973.0,-0.84,-1.94
BAJAJ-AUTO,11363.0,-0.85,-1.65
MAXHEALTH,1056.5,-0.95,-1.53
SHRIRAMFIN,1006.0,-0.57,-1.28
APOLLOHOSP,8835.5,-0.86,-1.26
TMPV,300.05,-0.53,-0.87
TECHM,1551.6,-0.44,-0.8
BEL,397.9,-0.15,-0.44
JSWSTEEL,1267.0,-0.13,-0.28
CIPLA,1384.1,-0.14,-0.24
POWERGRID,265.95,-0.06,-0.14
HDFCLIFE,559.2,-0.04,-0.07
