symbol,ltp,changepct,contribution
HDFCBANK,742.0,-1.46,-45.64
RELIANCE,1290.9,-2.13,-45.19
INFY,1167.5,-1.06,-12.21
HINDUNILVR,2096.5,-1.94,-8.6
LT,3990.0,-0.87,-8.48
GRASIM,3138.0,-3.74,-8.19
ICICIBANK,1454.6,-0.37,-7.59
NTPC,343.65,-2.07,-6.67
AXISBANK,1261.8,-0.8,-5.83
HDFCLIFE,535.95,-3.1,-5.42
BAJAJ-AUTO,11600.0,-2.16,-4.41
TITAN,4935.0,-1.3,-4.26
MAXHEALTH,1077.0,-2.13,-3.62
TCS,2460.0,-0.55,-3.61
ASIANPAINT,2775.0,-1.25,-3.38
POWERGRID,283.4,-1.25,-3.17
EICHERMOT,7935.0,-1.43,-2.78
TATACONSUM,1092.0,-1.62,-2.51
INDIGO,5358.0,-0.78,-2.09
BAJFINANCE,1149.0,-0.35,-1.94
HCLTECH,1369.9,-0.52,-1.83
WIPRO,186.3,-1.25,-1.82
SBIN,1042.7,-0.22,-1.8
CIPLA,1460.0,-0.98,-1.74
SBILIFE,1899.0,-0.84,-1.55
NESTLEIND,1520.0,-0.65,-1.23
DRREDDY,1172.6,-0.63,-0.98
ADANIENT,3050.0,-0.59,-0.8
SHRIRAMFIN,1087.3,-0.27,-0.64
BEL,391.5,-0.17,-0.53
TMPV,348.55,-0.21,-0.36
BHARTIARTL,1970.1,-0.02,-0.24
ULTRACEMCO,12050.0,-0.03,-0.09
TATASTEEL,190.95,-0.03,-0.09
TECHM,1648.5,-0.03,-0.06
