symbol,ltp,changepct,contribution
LT,3560.1,0.53,4.62
TITAN,3637.7,1.22,3.8
RELIANCE,1385.9,0.07,1.48
AXISBANK,1051.9,0.17,1.28
COALINDIA,374.3,0.5,0.98
MARUTI,14752.0,0.26,0.93
ASIANPAINT,2489.0,0.31,0.76
HEROMOTOCO,5091.7,0.36,0.4
BAJFINANCE,876.85,0.07,0.35
ADANIENT,2275.2,0.14,0.19
CIPLA,1580.3,0.03,0.06
NESTLEIND,1162.4,0.02,0.04
SBILIFE,1816.8,0.01,0.02
ADANIPORTS,1315.4,0.0,0.0
BAJAJ-AUTO,8689.5,-0.02,-0.04
HDFCLIFE,775.35,-0.16,-0.28
DRREDDY,1259.8,-0.27,-0.44
EICHERMOT,6133.0,-0.29,-0.5
ONGC,233.39,-0.34,-0.72
BAJAJFINSV,1917.6,-0.34,-0.8
WIPRO,250.65,-0.55,-0.84
TECHM,1495.6,-0.44,-0.94
GRASIM,2784.3,-0.43,-1.0
HINDALCO,701.4,-0.61,-1.23
APOLLOHOSP,7728.0,-0.84,-1.32
BEL,363.85,-0.55,-1.37
INDUSINDBK,746.6,-1.3,-1.59
ULTRACEMCO,12521.0,-0.71,-2.14
TATASTEEL,153.63,-0.9,-2.32
JSWSTEEL,1035.8,-1.08,-2.36
ETERNAL,315.5,-0.75,-2.7
NTPC,330.8,-0.72,-2.7
TATAMOTORS,675.45,-0.91,-2.72
TATACONSUM,1062.4,-1.62,-2.74
TRENT,5235.5,-1.12,-2.85
JIOFIN,310.1,-1.79,-3.38
SUNPHARMA,1585.7,-0.91,-3.99
SBIN,801.95,-0.73,-4.92
ITC,400.9,-0.61,-5.38
POWERGRID,274.45,-1.95,-6.07
M&M,3295.3,-1.07,-6.19
HINDUNILVR,2654.4,-1.42,-6.58
SHRIRAMFIN,571.65,-3.88,-7.41
KOTAKBANK,1944.7,-1.07,-7.73
HCLTECH,1449.8,-2.88,-10.65
BHARTIARTL,1881.1,-1.24,-13.79
TCS,3093.7,-2.01,-15.76
INFY,1500.1,-1.93,-23.22
ICICIBANK,1399.1,-1.24,-27.8
HDFCBANK,957.8,-1.6,-52.14
