symbol,ltp,changepct,contribution
TATASTEEL,172.3,1.88,6.0
ASIANPAINT,2775.4,1.05,3.0
TATACONSUM,1195.2,1.66,2.71
AXISBANK,1232.0,0.31,2.38
GRASIM,2842.4,0.88,2.03
ETERNAL,282.85,0.39,1.77
HINDUNILVR,2293.3,0.35,1.63
NTPC,325.5,0.43,1.46
NESTLEIND,1280.0,0.58,1.16
INDIGO,5085.5,0.23,0.65
BAJAJ-AUTO,9087.0,0.25,0.54
ONGC,234.82,0.12,0.26
ULTRACEMCO,11799.0,0.04,0.12
TECHM,1612.4,0.01,0.02
DRREDDY,1268.6,-0.06,-0.1
TMPV,358.6,-0.06,-0.11
JSWSTEEL,1092.6,-0.16,-0.39
HDFCLIFE,746.45,-0.27,-0.5
SUNPHARMA,1717.2,-0.13,-0.52
BAJAJFINSV,2012.1,-0.27,-0.69
COALINDIA,400.65,-0.37,-0.7
TITAN,3983.7,-0.21,-0.72
SBILIFE,2009.8,-0.46,-0.9
SBIN,965.05,-0.13,-1.12
BAJFINANCE,998.0,-0.2,-1.17
WIPRO,264.24,-0.77,-1.18
SHRIRAMFIN,955.5,-0.49,-1.22
HDFCBANK,991.7,-0.04,-1.32
EICHERMOT,7272.0,-0.71,-1.46
CIPLA,1494.0,-0.8,-1.49
MARUTI,16542.0,-0.33,-1.49
APOLLOHOSP,7084.5,-1.0,-1.63
MAXHEALTH,1064.1,-0.95,-1.7
ADANIENT,2203.2,-1.2,-1.71
KOTAKBANK,2158.6,-0.26,-1.73
LT,4038.7,-0.21,-2.16
JIOFIN,293.95,-1.01,-2.25
HINDALCO,865.0,-0.91,-2.34
TRENT,4226.0,-1.38,-2.9
ITC,402.6,-0.38,-3.24
BEL,393.25,-1.31,-4.32
POWERGRID,260.6,-1.83,-4.89
ADANIPORTS,1454.4,-2.2,-5.31
TCS,3251.5,-0.87,-6.03
M&M,3592.1,-0.86,-6.16
HCLTECH,1630.8,-1.81,-6.71
INFY,1644.7,-0.69,-8.38
ICICIBANK,1343.3,-0.53,-11.45
BHARTIARTL,2081.6,-1.13,-14.07
RELIANCE,1545.6,-0.87,-19.46
