symbol,ltp,changepct,contribution
M&M,3481.5,5.95,34.73
HDFCBANK,961.25,0.71,23.36
BAJFINANCE,934.75,4.29,21.75
ICICIBANK,1405.5,0.61,13.81
ITC,415.9,1.01,8.99
BAJAJFINSV,2002.2,1.84,4.37
APOLLOHOSP,7900.0,2.12,3.36
NESTLEIND,1212.6,1.49,2.87
GRASIM,2809.8,1.02,2.4
TRENT,5529.0,0.91,2.34
EICHERMOT,6425.0,0.84,1.45
ASIANPAINT,2568.6,0.58,1.43
SUNPHARMA,1582.3,0.23,1.02
COALINDIA,391.45,0.42,0.83
HINDUNILVR,2666.6,0.07,0.33
ETERNAL,326.25,0.05,0.18
HEROMOTOCO,5351.0,0.04,0.04
JSWSTEEL,1072.4,0.02,0.04
TITAN,3691.1,0.01,0.03
