symbol,ltp,changepct,contribution
ICICIBANK,1431.8,0.76,15.56
BAJFINANCE,1102.2,2.24,12.39
TITAN,5090.0,3.02,9.87
INFY,1183.0,0.67,7.71
LT,4080.0,0.59,5.74
AXISBANK,1247.3,0.75,5.46
SHRIRAMFIN,1137.8,2.04,4.81
KOTAKBANK,393.5,0.7,4.42
TATASTEEL,190.24,1.43,4.32
GRASIM,3380.5,1.73,3.79
TATACONSUM,1108.7,2.44,3.78
M&M,3517.0,0.43,2.92
BEL,404.35,0.84,2.62
TRENT,3025.0,0.93,1.85
MARUTI,14097.0,0.43,1.84
BAJAJFINSV,2021.3,0.62,1.51
ASIANPAINT,2750.0,0.55,1.49
ONGC,239.84,0.41,0.83
TECHM,1640.0,0.31,0.59
CIPLA,1467.7,0.27,0.48
JSWSTEEL,1302.0,0.19,0.43
BAJAJ-AUTO,11677.0,0.13,0.27
HCLTECH,1357.2,0.04,0.14
TMPV,347.1,0.03,0.05
INDIGO,5333.5,0.01,0.03
HDFCBANK,731.0,0.0,0.0
HDFCLIFE,540.0,0.0,0.0
