symbol,ltp,changepct,contribution
ICICIBANK,1398.4,1.03,23.87
BAJFINANCE,1059.9,4.0,20.77
LT,3828.7,2.25,20.28
BHARTIARTL,1968.5,1.13,12.99
BAJAJFINSV,2084.1,3.2,7.78
NESTLEIND,1221.4,3.9,7.7
SBIN,886.1,1.04,7.24
ITC,399.9,0.78,7.11
ETERNAL,354.35,1.9,7.07
M&M,3497.2,1.08,6.45
ASIANPAINT,2375.1,2.46,6.23
ULTRACEMCO,12311.0,2.0,6.23
TRENT,4724.2,2.32,6.11
JIOFIN,312.65,2.31,4.5
HDFCLIFE,761.15,2.37,4.32
TATASTEEL,173.24,1.6,4.25
POWERGRID,290.95,1.2,3.86
HDFCBANK,978.25,0.11,3.7
BEL,408.1,1.42,3.67
GRASIM,2816.8,1.48,3.56
HINDUNILVR,2519.0,0.67,3.21
ADANIPORTS,1450.7,1.52,3.16
NTPC,339.25,0.77,2.98
ONGC,247.72,1.24,2.7
TCS,2969.8,0.32,2.59
JSWSTEEL,1160.8,1.13,2.55
SBILIFE,1840.6,1.34,2.44
COALINDIA,384.25,0.87,1.76
APOLLOHOSP,7826.0,0.86,1.39
HINDALCO,764.25,0.55,1.14
WIPRO,250.21,0.72,1.13
TITAN,3549.0,0.33,1.06
ADANIENT,2532.8,0.63,0.86
CIPLA,1558.7,0.41,0.82
SHRIRAMFIN,677.15,0.4,0.79
EICHERMOT,6895.0,0.12,0.21
SUNPHARMA,1655.1,0.04,0.18
HCLTECH,1495.7,0.02,0.08
DRREDDY,1232.4,-0.4,-0.67
HEROMOTOCO,5537.5,-0.61,-0.7
TATACONSUM,1114.2,-0.42,-0.73
KOTAKBANK,2149.6,-0.1,-0.75
MARUTI,16212.0,-0.3,-1.11
TECHM,1459.0,-0.61,-1.34
INDUSINDBK,740.1,-1.37,-1.73
BAJAJ-AUTO,8998.0,-1.15,-2.36
RELIANCE,1374.3,-0.12,-2.63
TATAMOTORS,390.85,-1.16,-3.58
AXISBANK,1169.6,-0.61,-4.76
INFY,1474.4,-1.04,-12.93
