symbol,ltp,changepct,contribution
RELIANCE,1226.4,-1.41,-28.38
TCS,2105.0,-3.88,-24.19
ICICIBANK,1338.9,-0.65,-12.64
ITC,262.3,-1.47,-11.29
MARUTI,12103.0,-1.9,-7.72
INFY,1051.4,-0.68,-7.43
SUNPHARMA,1837.3,-1.61,-5.79
KOTAKBANK,412.5,-0.96,-5.76
TMPV,303.8,-3.4,-5.56
NTPC,323.65,-1.81,-5.54
M&M,3052.0,-0.8,-5.15
SBILIFE,1731.0,-2.03,-3.55
COALINDIA,409.9,-1.94,-3.31
TECHM,1537.1,-1.53,-2.79
TITAN,4798.5,-0.88,-2.73
TATASTEEL,185.54,-0.93,-2.67
TATACONSUM,996.0,-1.75,-2.57
HCLTECH,1249.3,-0.72,-2.4
HINDUNILVR,1932.0,-0.53,-2.23
HDFCLIFE,550.95,-1.09,-1.81
BEL,393.3,-0.54,-1.6
BAJAJ-AUTO,11414.0,-0.75,-1.45
BAJAJFINSV,1852.5,-0.36,-0.83
ASIANPAINT,2451.3,-0.11,-0.28
