symbol,ltp,changepct,contribution
INFY,1076.3,-1.52,-17.13
LT,3783.9,-1.68,-16.02
BHARTIARTL,1918.3,-0.94,-10.86
TATASTEEL,185.26,-1.6,-4.74
POWERGRID,280.7,-1.9,-4.71
HINDALCO,955.8,-1.9,-4.53
JSWSTEEL,1226.9,-1.67,-3.74
HINDUNILVR,2102.6,-0.83,-3.6
NTPC,344.35,-1.09,-3.44
TCS,2189.2,-0.52,-3.34
AXISBANK,1312.3,-0.4,-2.85
BAJAJFINSV,1849.6,-1.05,-2.5
M&M,3082.9,-0.34,-2.26
DRREDDY,1229.5,-1.34,-2.03
WIPRO,174.65,-1.41,-2.0
GRASIM,3086.1,-0.87,-1.86
TATACONSUM,1085.5,-1.1,-1.67
ADANIENT,3150.6,-1.2,-1.59
ONGC,247.18,-0.69,-1.36
COALINDIA,427.55,-0.71,-1.25
KOTAKBANK,378.4,-0.07,-0.43
NESTLEIND,1424.4,-0.19,-0.35
TMPV,333.0,-0.1,-0.17
TRENT,2867.7,-0.05,-0.1
CIPLA,1438.0,-0.01,-0.02
