symbol,ltp,changepct,contribution
INFY,1077.0,3.79,41.01
HDFCBANK,716.55,1.17,34.35
TCS,2251.0,2.28,14.07
HCLTECH,1253.7,3.95,13.06
TECHM,1575.9,2.26,4.08
ONGC,235.95,1.48,2.81
HINDUNILVR,1938.1,0.58,2.41
WIPRO,170.0,1.55,2.11
TMPV,303.6,0.83,1.34
TATASTEEL,183.65,0.36,1.02
BHARTIARTL,1830.4,-0.04,-0.44
TATACONSUM,986.1,-0.49,-0.71
SUNPHARMA,1835.0,-0.27,-0.96
MAXHEALTH,1030.0,-0.74,-1.18
CIPLA,1351.0,-1.1,-1.83
EICHERMOT,7452.5,-1.03,-1.88
APOLLOHOSP,8714.0,-1.38,-2.01
DRREDDY,1145.0,-1.76,-2.56
NESTLEIND,1362.0,-1.54,-2.74
COALINDIA,419.25,-1.68,-2.84
SBILIFE,1654.1,-1.82,-3.16
NTPC,329.5,-1.17,-3.54
JIOFIN,225.6,-1.87,-3.72
BAJAJ-AUTO,11424.0,-2.18,-4.18
HDFCLIFE,516.1,-2.62,-4.3
TRENT,2730.0,-2.58,-4.83
HINDALCO,958.7,-2.32,-5.31
ITC,258.0,-0.71,-5.4
ADANIENT,2928.6,-4.29,-5.45
MARUTI,12231.0,-1.36,-5.47
POWERGRID,262.8,-2.34,-5.57
JSWSTEEL,1229.2,-2.83,-6.08
ADANIPORTS,1713.8,-2.88,-6.19
BAJAJFINSV,1855.5,-3.03,-6.93
GRASIM,3171.0,-3.38,-6.95
ASIANPAINT,2402.8,-2.82,-7.17
ULTRACEMCO,10697.0,-2.75,-7.57
TITAN,4856.0,-3.06,-9.41
INDIGO,4776.0,-3.96,-9.98
ETERNAL,315.25,-2.55,-10.32
SHRIRAMFIN,979.8,-4.74,-10.52
AXISBANK,1222.9,-1.85,-12.66
BAJFINANCE,1009.2,-2.45,-12.74
KOTAKBANK,409.8,-2.2,-13.07
BEL,382.9,-5.3,-15.56
M&M,3029.5,-2.49,-15.89
LT,3850.7,-2.04,-18.68
SBIN,968.0,-2.78,-21.4
RELIANCE,1235.3,-1.77,-35.27
ICICIBANK,1350.4,-2.1,-40.44
