symbol,ltp,changepct,contribution
ICICIBANK,1351.1,2.16,42.9
NTPC,386.25,1.58,4.93
HDFCLIFE,619.1,2.41,4.08
ADANIENT,2129.0,1.98,2.6
AXISBANK,1353.6,0.21,1.48
TMPV,345.5,0.84,1.4
ONGC,287.55,0.37,0.72
BHARTIARTL,1870.9,0.05,0.57
DRREDDY,1235.9,0.3,0.45
COALINDIA,435.1,0.23,0.4
APOLLOHOSP,7516.5,0.07,0.11
BAJAJ-AUTO,9816.0,0.03,0.06
MAXHEALTH,951.7,-0.17,-0.28
TATASTEEL,206.39,-0.11,-0.32
TATACONSUM,1090.3,-0.31,-0.47
SUNPHARMA,1652.2,-0.16,-0.59
BEL,441.55,-0.2,-0.61
TECHM,1435.4,-0.33,-0.61
SBILIFE,1914.4,-0.46,-0.82
ASIANPAINT,2352.4,-0.35,-0.92
LT,3954.3,-0.14,-1.32
WIPRO,202.97,-0.94,-1.32
ADANIPORTS,1465.3,-0.68,-1.51
JSWSTEEL,1204.2,-0.88,-1.95
POWERGRID,300.35,-0.8,-1.96
TRENT,3875.4,-1.06,-2.05
ULTRACEMCO,11502.0,-0.76,-2.16
GRASIM,2713.0,-1.09,-2.31
SBIN,1063.55,-0.3,-2.38
CIPLA,1211.1,-1.52,-2.61
BAJAJFINSV,1788.3,-1.17,-2.76
HINDALCO,978.25,-1.42,-3.35
NESTLEIND,1226.1,-1.89,-3.47
KOTAKBANK,371.9,-0.71,-4.35
TITAN,4439.3,-1.48,-4.69
JIOFIN,237.68,-2.32,-4.76
HCLTECH,1429.4,-1.53,-5.22
SHRIRAMFIN,1004.1,-2.34,-5.36
HINDUNILVR,2127.2,-1.32,-5.67
ETERNAL,236.22,-1.7,-7.09
INDIGO,4427.2,-2.87,-7.46
M&M,3220.2,-1.23,-8.09
EICHERMOT,7050.0,-5.3,-9.98
TCS,2472.6,-2.09,-13.3
INFY,1276.8,-1.23,-13.72
ITC,298.65,-1.88,-14.75
BAJFINANCE,898.95,-2.85,-15.29
MARUTI,13076.0,-4.84,-20.08
RELIANCE,1315.1,-2.67,-54.87
HDFCBANK,794.7,-1.96,-59.35
