symbol,ltp,changepct,contribution
RELIANCE,1536.9,0.49,10.88
ITC,403.15,0.52,4.41
TATASTEEL,162.23,0.97,3.07
EICHERMOT,7228.5,1.48,3.01
HINDALCO,821.75,1.09,2.78
SUNPHARMA,1785.5,0.53,2.1
HDFCLIFE,771.05,1.07,1.96
HCLTECH,1666.0,0.51,1.88
NTPC,321.6,0.55,1.86
AXISBANK,1278.6,0.21,1.6
COALINDIA,382.15,0.74,1.39
POWERGRID,265.5,0.36,0.96
ASIANPAINT,2804.5,0.3,0.85
SBILIFE,2014.5,0.41,0.79
BAJAJ-AUTO,8991.0,0.33,0.71
DRREDDY,1250.8,0.37,0.6
KOTAKBANK,2129.5,0.08,0.53
MAXHEALTH,1077.1,0.22,0.39
SBIN,959.75,0.04,0.34
WIPRO,257.98,0.22,0.33
ADANIPORTS,1498.1,0.06,0.14
GRASIM,2746.8,0.03,0.07
CIPLA,1490.9,0.02,0.04
