symbol,ltp,changepct,contribution
INFY,1386.0,-5.84,-70.53
TCS,2750.1,-5.49,-37.83
RELIANCE,1448.9,-1.35,-30.03
HDFCBANK,920.6,-0.7,-22.94
HCLTECH,1476.1,-4.87,-17.97
M&M,3593.1,-2.23,-15.88
TECHM,1536.6,-5.98,-12.04
HINDUNILVR,2409.7,-2.16,-10.03
WIPRO,219.08,-4.67,-7.11
KOTAKBANK,426.25,-0.77,-5.11
AXISBANK,1340.0,-0.54,-4.13
ETERNAL,298.0,-0.9,-4.06
CIPLA,1330.0,-1.47,-2.73
MARUTI,15326.0,-0.56,-2.51
JIOFIN,267.55,-1.02,-2.26
ITC,317.45,-0.25,-2.12
COALINDIA,419.15,-0.97,-1.83
INDIGO,4982.8,-0.62,-1.74
ADANIPORTS,1543.7,-0.62,-1.49
ADANIENT,2211.8,-1.01,-1.43
BAJAJ-AUTO,9840.0,-0.3,-0.64
TMPV,383.45,-0.32,-0.58
GRASIM,2925.5,-0.24,-0.55
POWERGRID,293.9,-0.19,-0.51
TATACONSUM,1149.3,-0.29,-0.47
SBILIFE,2022.1,-0.21,-0.41
HINDALCO,964.4,-0.16,-0.41
JSWSTEEL,1247.9,-0.1,-0.24
NTPC,368.25,-0.05,-0.17
