symbol,ltp,changepct,contribution
ICICIBANK,1430.0,1.7,36.55
BAJFINANCE,999.1,3.11,18.06
SBIN,1192.4,0.8,6.88
SHRIRAMFIN,1082.8,2.46,6.09
BEL,443.9,1.45,4.75
EICHERMOT,7943.0,2.21,4.51
LT,4185.9,0.37,3.78
TRENT,4285.6,1.58,3.3
TITAN,4275.8,0.63,2.16
ASIANPAINT,2410.5,0.75,2.13
BHARTIARTL,2014.5,0.12,1.49
ULTRACEMCO,13029.0,0.46,1.41
ONGC,276.35,0.64,1.35
MAXHEALTH,1062.9,0.73,1.3
BAJAJFINSV,2037.1,0.5,1.28
SUNPHARMA,1714.9,0.22,0.87
TATASTEEL,208.11,0.25,0.79
APOLLOHOSP,7539.0,0.43,0.7
DRREDDY,1274.9,0.36,0.59
HDFCLIFE,702.7,0.23,0.42
NESTLEIND,1305.5,0.02,0.04
NTPC,368.25,-0.05,-0.17
JSWSTEEL,1247.9,-0.1,-0.24
HINDALCO,964.4,-0.16,-0.41
SBILIFE,2022.1,-0.21,-0.41
TATACONSUM,1149.3,-0.29,-0.47
POWERGRID,293.9,-0.19,-0.51
GRASIM,2925.5,-0.24,-0.55
TMPV,383.45,-0.32,-0.58
BAJAJ-AUTO,9840.0,-0.3,-0.64
ADANIENT,2211.8,-1.01,-1.43
ADANIPORTS,1543.7,-0.62,-1.49
INDIGO,4982.8,-0.62,-1.74
COALINDIA,419.15,-0.97,-1.83
ITC,317.45,-0.25,-2.12
JIOFIN,267.55,-1.02,-2.26
MARUTI,15326.0,-0.56,-2.51
CIPLA,1330.0,-1.47,-2.73
ETERNAL,298.0,-0.9,-4.06
AXISBANK,1340.0,-0.54,-4.13
KOTAKBANK,426.25,-0.77,-5.11
WIPRO,219.08,-4.67,-7.11
HINDUNILVR,2409.7,-2.16,-10.03
TECHM,1536.6,-5.98,-12.04
M&M,3593.1,-2.23,-15.88
HCLTECH,1476.1,-4.87,-17.97
HDFCBANK,920.6,-0.7,-22.94
RELIANCE,1448.9,-1.35,-30.03
TCS,2750.1,-5.49,-37.83
INFY,1386.0,-5.84,-70.53
