symbol,ltp,changepct,contribution
HDFCBANK,778.9,-1.01,-30.67
ICICIBANK,1279.1,-0.98,-19.52
BHARTIARTL,1846.9,-1.49,-17.1
RELIANCE,1356.3,-0.78,-16.08
TCS,2276.2,-1.39,-8.88
M&M,3107.3,-1.01,-6.67
BAJFINANCE,930.2,-1.24,-6.67
KOTAKBANK,388.65,-1.07,-6.58
AXISBANK,1299.3,-0.91,-6.44
ITC,301.65,-0.76,-5.98
TITAN,4105.9,-1.28,-4.07
TRENT,4239.6,-1.4,-2.71
APOLLOHOSP,8258.5,-1.73,-2.61
ULTRACEMCO,11623.0,-0.88,-2.5
SHRIRAMFIN,952.15,-1.02,-2.34
POWERGRID,292.55,-0.95,-2.34
WIPRO,203.73,-1.5,-2.12
SBILIFE,1883.2,-0.98,-1.76
BEL,420.1,-0.41,-1.25
INDIGO,4480.8,-0.47,-1.23
MAXHEALTH,993.95,-0.69,-1.14
HCLTECH,1161.9,-0.33,-1.13
ASIANPAINT,2647.0,-0.41,-1.08
EICHERMOT,7376.0,-0.51,-0.96
JIOFIN,240.67,-0.44,-0.9
SBIN,968.5,-0.11,-0.88
BAJAJFINSV,1800.7,-0.37,-0.88
INFY,1167.7,-0.07,-0.78
GRASIM,3165.0,-0.21,-0.45
DRREDDY,1327.9,-0.26,-0.39
HDFCLIFE,618.85,-0.19,-0.32
NTPC,389.7,-0.09,-0.28
