symbol,ltp,changepct,contribution
TRENT,4131.3,2.96,6.15
SBIN,1073.5,0.5,4.27
TATASTEEL,197.76,1.21,3.82
MAXHEALTH,1040.8,1.5,2.65
JSWSTEEL,1239.8,0.94,2.24
ONGC,269.2,0.84,1.77
JIOFIN,269.95,0.73,1.61
GRASIM,2863.9,0.67,1.53
CIPLA,1333.3,0.5,0.92
BAJFINANCE,964.75,0.15,0.87
DRREDDY,1244.9,0.38,0.61
ADANIENT,2236.6,0.38,0.54
TATACONSUM,1155.9,0.25,0.4
ADANIPORTS,1570.2,0.15,0.36
BAJAJ-AUTO,9647.0,0.08,0.17
APOLLOHOSP,7122.0,0.08,0.13
TECHM,1646.2,0.05,0.1
NESTLEIND,1303.5,0.02,0.04
WIPRO,233.39,0.02,0.03
