symbol,ltp,changepct,contribution
RELIANCE,1367.4,-1.26,-27.3
HDFCBANK,978.7,-0.39,-12.99
M&M,3426.5,-1.9,-11.23
ICICIBANK,1370.3,-0.41,-9.4
TATAMOTORS,681.55,-2.36,-7.21
SUNPHARMA,1631.6,-1.3,-5.83
SBIN,858.25,-0.75,-5.17
ULTRACEMCO,11991.0,-1.58,-4.87
NTPC,333.8,-1.24,-4.75
BEL,403.65,-1.62,-4.14
POWERGRID,285.3,-1.28,-4.07
AXISBANK,1180.6,-0.52,-4.01
TRENT,4616.6,-1.48,-3.86
JIOFIN,304.65,-1.69,-3.26
HINDUNILVR,2500.1,-0.68,-3.22
KOTAKBANK,2117.8,-0.43,-3.18
ONGC,241.81,-1.43,-3.08
ASIANPAINT,2328.5,-1.03,-2.58
BAJAJ-AUTO,8792.0,-1.26,-2.56
GRASIM,2778.2,-1.06,-2.52
CIPLA,1494.6,-1.24,-2.45
BAJAJFINSV,2013.6,-0.93,-2.24
JSWSTEEL,1145.2,-1.0,-2.23
MARUTI,16012.0,-0.6,-2.19
HEROMOTOCO,5512.5,-1.83,-2.06
HDFCLIFE,747.3,-1.1,-1.98
DRREDDY,1234.5,-1.12,-1.85
EICHERMOT,6902.5,-0.78,-1.37
COALINDIA,382.1,-0.68,-1.36
INDUSINDBK,740.95,-1.07,-1.34
SBILIFE,1772.9,-0.63,-1.14
ADANIENT,2524.1,-0.71,-0.96
APOLLOHOSP,7662.0,-0.49,-0.79
ADANIPORTS,1394.3,-0.37,-0.76
ITC,399.75,-0.01,-0.09
