symbol,ltp,changepct,contribution
RELIANCE,1278.0,0.46,9.42
HCLTECH,1271.0,2.11,7.17
ITC,283.45,0.76,5.94
TCS,2254.3,0.51,3.24
AXISBANK,1227.3,0.35,2.46
KOTAKBANK,384.75,0.37,2.26
CIPLA,1410.6,1.26,2.16
SBIN,1015.0,0.24,1.9
WIPRO,177.12,1.32,1.85
JIOFIN,234.71,0.66,1.35
HDFCLIFE,555.05,0.74,1.25
MARUTI,13442.0,0.29,1.2
TRENT,2890.5,0.55,1.06
ADANIENT,3026.4,0.54,0.71
SBILIFE,1858.6,0.28,0.5
TECHM,1559.5,0.24,0.44
COALINDIA,427.4,0.08,0.14
TMPV,323.8,-0.15,-0.25
BEL,405.0,-0.09,-0.27
NESTLEIND,1443.5,-0.3,-0.55
MAXHEALTH,1080.4,-0.35,-0.57
APOLLOHOSP,8805.5,-0.64,-0.96
JSWSTEEL,1240.8,-0.48,-1.06
NTPC,347.2,-0.4,-1.25
ADANIPORTS,1768.3,-0.57,-1.26
POWERGRID,288.2,-0.55,-1.35
TITAN,4677.0,-0.43,-1.36
ULTRACEMCO,11846.0,-0.52,-1.47
BAJAJFINSV,1876.7,-0.67,-1.58
GRASIM,3089.4,-0.76,-1.61
LT,3785.6,-0.18,-1.69
DRREDDY,1151.7,-1.25,-1.87
INDIGO,4985.0,-0.77,-1.99
EICHERMOT,7628.0,-1.21,-2.27
ICICIBANK,1432.9,-0.12,-2.38
SUNPHARMA,1941.1,-0.66,-2.42
TATASTEEL,182.67,-0.85,-2.48
TATACONSUM,1088.0,-1.78,-2.67
BAJAJ-AUTO,11130.0,-1.36,-2.68
ONGC,248.76,-1.43,-2.79
ASIANPAINT,2637.9,-1.16,-3.03
HINDALCO,942.8,-1.34,-3.15
HINDUNILVR,2145.0,-0.78,-3.34
SHRIRAMFIN,1005.1,-2.02,-4.61
INFY,1040.9,-0.62,-6.9
ETERNAL,280.0,-2.47,-10.27
M&M,3161.4,-2.11,-13.84
BAJFINANCE,1012.8,-2.6,-13.9
HDFCBANK,742.8,-0.6,-18.11
BHARTIARTL,1898.2,-1.7,-19.39
