symbol,ltp,changepct,contribution
ICICIBANK,1433.2,-0.22,-5.03
BEL,372.05,-0.75,-1.91
NESTLEIND,1153.0,-0.85,-1.66
BHARTIARTL,1930.7,-0.13,-1.47
APOLLOHOSP,7851.0,-0.9,-1.44
ADANIENT,2302.9,-0.95,-1.28
KOTAKBANK,1983.3,-0.17,-1.25
SBILIFE,1846.8,-0.66,-1.19
ASIANPAINT,2492.9,-0.46,-1.15
HDFCBANK,1964.1,-0.03,-1.0
M&M,3398.9,-0.12,-0.71
AXISBANK,1070.0,-0.08,-0.62
JIOFIN,319.7,-0.28,-0.54
TATACONSUM,1081.6,-0.23,-0.4
HDFCLIFE,787.0,-0.22,-0.4
BAJAJFINSV,1963.8,-0.11,-0.26
GRASIM,2811.4,-0.09,-0.21
ADANIPORTS,1340.4,-0.06,-0.12
