symbol,ltp,changepct,contribution
ICICIBANK,1377.7,1.02,24.07
BHARTIARTL,2029.3,1.05,12.3
HINDALCO,824.45,3.89,8.23
RELIANCE,1451.6,0.22,4.91
SUNPHARMA,1699.0,0.54,2.49
ONGC,254.96,1.04,2.31
BEL,422.05,0.81,2.13
ITC,416.8,0.2,1.86
SHRIRAMFIN,715.45,0.81,1.63
NESTLEIND,1282.0,0.72,1.45
COALINDIA,394.05,0.36,0.74
BAJAJ-AUTO,9076.5,0.33,0.69
JSWSTEEL,1141.4,0.28,0.64
DRREDDY,1283.6,0.33,0.56
TATASTEEL,174.44,0.16,0.43
TRENT,4789.6,0.13,0.35
M&M,3625.0,0.04,0.24
HCLTECH,1523.8,-0.01,-0.04
ASIANPAINT,2501.6,-0.03,-0.08
INDUSINDBK,755.05,-0.6,-0.77
WIPRO,242.98,-0.54,-0.86
TATACONSUM,1155.3,-0.49,-0.87
HEROMOTOCO,5540.5,-0.87,-1.01
EICHERMOT,6840.0,-0.65,-1.17
SBILIFE,1839.8,-0.7,-1.3
POWERGRID,288.5,-0.4,-1.31
TECHM,1453.7,-0.67,-1.5
BAJAJFINSV,2159.5,-0.79,-1.96
GRASIM,2841.3,-0.82,-2.01
JIOFIN,305.95,-1.01,-2.01
ETERNAL,326.6,-0.54,-2.05
BAJFINANCE,1089.75,-0.4,-2.12
HDFCLIFE,734.95,-1.18,-2.19
ADANIENT,2504.2,-1.66,-2.31
INFY,1525.4,-0.2,-2.53
TCS,3063.2,-0.33,-2.72
MARUTI,16274.0,-0.73,-2.75
APOLLOHOSP,7837.5,-1.67,-2.76
LT,3904.9,-0.35,-3.21
NTPC,339.6,-0.9,-3.55
ADANIPORTS,1429.0,-1.69,-3.57
TITAN,3714.9,-1.55,-5.08
SBIN,904.5,-0.78,-5.53
ULTRACEMCO,11918.0,-1.9,-6.03
CIPLA,1584.4,-3.83,-7.8
AXISBANK,1241.9,-1.36,-10.81
KOTAKBANK,2187.0,-1.76,-13.39
HINDUNILVR,2516.4,-3.39,-16.53
HDFCBANK,994.75,-1.41,-48.37
