symbol,ltp,changepct,contribution
HDFCBANK,748.2,1.74,53.59
INFY,1155.6,4.51,51.18
BHARTIARTL,1950.2,2.54,29.57
LT,3931.4,2.59,24.87
HINDUNILVR,2117.8,4.7,20.52
RELIANCE,1275.9,0.65,13.59
TCS,2446.6,2.03,13.14
JIOFIN,249.48,5.23,10.91
ICICIBANK,1437.9,0.5,10.1
KOTAKBANK,390.2,1.27,7.92
TATASTEEL,187.27,2.54,7.58
AXISBANK,1235.4,0.97,6.96
HCLTECH,1344.3,1.95,6.76
HINDALCO,962.45,2.78,6.67
JSWSTEEL,1276.6,2.38,5.37
TRENT,3005.2,2.54,4.99
ETERNAL,311.8,1.12,4.75
ITC,286.25,0.56,4.47
MARUTI,13948.0,1.06,4.47
CIPLA,1474.3,2.06,3.6
BAJFINANCE,1054.4,0.57,3.11
TMPV,329.8,1.66,2.82
SUNPHARMA,1989.9,0.67,2.5
ASIANPAINT,2758.4,0.81,2.16
TATACONSUM,1096.1,1.29,1.97
WIPRO,183.61,1.37,1.96
NESTLEIND,1503.3,0.77,1.44
TECHM,1644.2,0.55,1.04
ULTRACEMCO,11998.0,0.35,1.01
MAXHEALTH,1111.4,0.6,1.0
ADANIENT,3024.5,0.74,0.99
DRREDDY,1142.3,0.59,0.9
SHRIRAMFIN,1044.7,0.37,0.86
SBILIFE,1894.9,0.31,0.56
APOLLOHOSP,8935.0,0.36,0.55
SBIN,1013.7,0.05,0.4
INDIGO,5276.5,0.11,0.29
TITAN,4850.2,0.01,0.03
