symbol,ltp,changepct,contribution
HDFCBANK,996.6,0.9,29.92
ITC,407.35,1.15,9.9
COALINDIA,400.4,3.66,6.99
SHRIRAMFIN,957.8,2.45,6.16
KOTAKBANK,2162.7,0.6,4.04
ULTRACEMCO,11678.0,1.27,3.96
TATASTEEL,170.9,0.99,3.19
NTPC,323.25,0.8,2.74
HINDUNILVR,2302.6,0.57,2.69
HCLTECH,1679.9,0.57,2.13
BAJFINANCE,1011.4,0.36,2.12
TMPV,363.25,1.14,2.09
POWERGRID,267.0,0.75,2.02
GRASIM,2829.8,0.72,1.68
M&M,3625.1,0.23,1.66
ONGC,235.49,0.56,1.2
TATACONSUM,1185.6,0.58,0.96
INDIGO,5157.0,0.22,0.63
HDFCLIFE,763.95,0.28,0.52
APOLLOHOSP,7073.5,0.28,0.46
JSWSTEEL,1096.8,0.17,0.41
BEL,399.4,0.11,0.37
EICHERMOT,7303.0,0.16,0.33
SBILIFE,2024.8,0.12,0.24
ASIANPAINT,2807.8,0.01,0.03
DRREDDY,1283.5,0.01,0.02
JIOFIN,298.7,-0.02,-0.05
NESTLEIND,1256.5,-0.06,-0.12
HINDALCO,863.85,-0.08,-0.21
BAJAJFINSV,2047.6,-0.11,-0.29
MAXHEALTH,1075.2,-0.22,-0.4
TITAN,3925.8,-0.2,-0.7
WIPRO,271.4,-0.47,-0.73
TRENT,4189.4,-0.41,-0.87
ADANIENT,2248.8,-0.65,-0.94
CIPLA,1500.7,-0.81,-1.53
BAJAJ-AUTO,9099.0,-0.71,-1.54
TECHM,1633.0,-0.83,-1.69
MARUTI,16585.0,-0.38,-1.73
SBIN,971.9,-0.25,-2.18
ADANIPORTS,1493.6,-1.0,-2.43
TCS,3310.0,-0.45,-3.15
SUNPHARMA,1755.9,-0.79,-3.18
LT,4058.8,-0.33,-3.42
ETERNAL,284.35,-0.82,-3.76
AXISBANK,1225.0,-0.66,-5.11
RELIANCE,1570.7,-0.3,-6.77
ICICIBANK,1363.0,-0.4,-8.72
BHARTIARTL,2122.9,-1.15,-14.45
INFY,1668.3,-1.26,-15.44
