symbol,ltp,changepct,contribution
HDFCBANK,706.65,0.83,25.17
AXISBANK,1267.0,1.04,7.35
ICICIBANK,1430.0,0.25,4.97
ADANIPORTS,1706.5,2.02,4.48
BHARTIARTL,1869.0,0.33,3.78
BEL,408.6,0.7,2.12
SBIN,1023.4,0.24,1.91
ASIANPAINT,2541.6,0.56,1.47
TATACONSUM,1019.2,0.71,1.07
GRASIM,3310.0,0.46,0.98
COALINDIA,420.05,0.53,0.92
NTPC,330.9,0.27,0.84
TATASTEEL,184.2,0.19,0.56
JIOFIN,237.45,0.23,0.47
ADANIENT,2901.0,0.32,0.42
JSWSTEEL,1308.0,0.15,0.33
BAJAJFINSV,1992.1,0.11,0.26
MARUTI,12857.0,0.06,0.25
HDFCLIFE,533.5,0.09,0.15
MAXHEALTH,994.9,0.09,0.15
HINDALCO,1010.0,0.03,0.07
