symbol,ltp,changepct,contribution
HDFCBANK,774.65,-1.49,-45.08
INFY,1029.3,-3.39,-37.8
RELIANCE,1309.5,-1.28,-26.29
ICICIBANK,1338.3,-1.04,-20.64
TCS,2059.6,-3.21,-20.42
SBIN,1024.2,-1.59,-12.61
BHARTIARTL,1901.6,-0.78,-8.92
BEL,420.0,-2.67,-8.08
TATASTEEL,193.56,-2.72,-7.97
ETERNAL,258.95,-1.78,-7.42
JSWSTEEL,1242.2,-3.13,-6.93
HINDALCO,986.8,-2.7,-6.37
HCLTECH,1109.5,-1.86,-6.34
M&M,3037.3,-0.85,-5.59
ADANIPORTS,1784.0,-2.36,-5.23
LT,4179.4,-0.52,-4.91
HINDUNILVR,2160.1,-1.14,-4.89
TITAN,4305.3,-1.54,-4.88
JIOFIN,237.81,-2.29,-4.69
WIPRO,174.49,-3.16,-4.44
ADANIENT,2962.9,-3.16,-4.14
ITC,290.0,-0.43,-3.37
BAJFINANCE,962.4,-0.61,-3.27
BAJAJ-AUTO,10025.0,-1.63,-3.22
TMPV,354.55,-1.92,-3.2
INDIGO,4961.4,-1.19,-3.09
TECHM,1415.6,-1.37,-2.55
MAXHEALTH,1078.05,-1.55,-2.55
ULTRACEMCO,11307.0,-0.83,-2.35
TRENT,3142.9,-1.19,-2.3
BAJAJFINSV,1765.0,-0.97,-2.29
NTPC,364.6,-0.67,-2.09
GRASIM,3144.3,-0.97,-2.06
SBILIFE,1786.2,-1.07,-1.91
COALINDIA,444.35,-1.04,-1.81
EICHERMOT,7578.0,-0.81,-1.52
NESTLEIND,1392.2,-0.69,-1.27
ASIANPAINT,2661.2,-0.48,-1.26
TATACONSUM,1103.8,-0.82,-1.23
ONGC,244.35,-0.45,-0.88
KOTAKBANK,401.65,-0.12,-0.73
