symbol,ltp,changepct,contribution
ICICIBANK,1349.0,-1.95,-40.86
HDFCBANK,920.35,-1.17,-37.38
LT,3766.5,-1.15,-11.46
SBIN,1028.65,-0.75,-6.28
BEL,402.65,-1.64,-5.24
AXISBANK,1284.9,-0.66,-4.91
ITC,324.75,-0.48,-3.97
TRENT,3764.4,-1.87,-3.81
KOTAKBANK,421.6,-0.52,-3.36
INFY,1654.4,-0.27,-3.18
MARUTI,15770.0,-0.69,-3.02
TATACONSUM,1163.6,-1.81,-2.87
HINDUNILVR,2368.0,-0.47,-2.13
APOLLOHOSP,6826.5,-1.24,-1.97
HDFCLIFE,724.35,-1.06,-1.89
NESTLEIND,1283.2,-0.96,-1.86
JIOFIN,263.25,-0.85,-1.84
ADANIENT,2032.2,-1.11,-1.54
ASIANPAINT,2661.1,-0.54,-1.49
DRREDDY,1157.2,-0.81,-1.28
CIPLA,1369.6,-0.64,-1.16
HCLTECH,1682.5,-0.28,-1.01
EICHERMOT,7140.0,-0.47,-0.93
M&M,3553.3,-0.12,-0.83
COALINDIA,414.05,-0.3,-0.55
SHRIRAMFIN,986.0,-0.15,-0.36
SUNPHARMA,1612.9,-0.06,-0.23
WIPRO,239.55,-0.15,-0.22
NTPC,338.7,-0.01,-0.03
BAJAJ-AUTO,9179.0,-0.01,-0.02
