symbol,ltp,changepct,contribution
RELIANCE,1272.2,-1.27,-26.13
HDFCBANK,747.25,-0.78,-23.65
BHARTIARTL,1931.0,-0.92,-10.54
BAJFINANCE,1039.8,-1.93,-10.37
SBIN,1012.6,-1.21,-9.62
AXISBANK,1223.0,-1.24,-8.76
ICICIBANK,1434.6,-0.42,-8.35
SHRIRAMFIN,1025.8,-3.12,-7.15
LT,3792.4,-0.65,-6.14
ADANIENT,3010.0,-4.37,-5.74
NESTLEIND,1447.9,-3.06,-5.62
INFY,1047.4,-0.45,-5.03
ADANIPORTS,1778.5,-2.25,-4.99
INDIGO,5023.5,-1.83,-4.76
MARUTI,13403.0,-1.05,-4.36
TATASTEEL,184.23,-1.23,-3.61
GRASIM,3113.0,-1.68,-3.57
JSWSTEEL,1246.8,-1.59,-3.53
CIPLA,1393.0,-1.56,-2.68
ASIANPAINT,2668.8,-0.89,-2.34
DRREDDY,1166.3,-1.39,-2.09
TMPV,324.3,-1.04,-1.74
NTPC,348.6,-0.54,-1.69
JIOFIN,233.16,-0.7,-1.44
APOLLOHOSP,8862.0,-0.85,-1.28
BEL,405.35,-0.34,-1.03
TITAN,4697.3,-0.3,-0.95
TRENT,2874.8,-0.43,-0.83
HDFCLIFE,550.95,-0.39,-0.66
TECHM,1555.8,-0.31,-0.58
COALINDIA,427.05,-0.32,-0.56
