symbol,ltp,changepct,contribution
M&M,3229.7,1.71,11.27
TCS,2242.9,1.57,10.01
BAJAJ-AUTO,11283.5,2.59,5.13
SBILIFE,1853.5,2.59,4.64
ETERNAL,287.1,0.95,3.97
KOTAKBANK,383.35,0.58,3.56
EICHERMOT,7721.5,1.17,2.21
SUNPHARMA,1954.0,0.57,2.1
HCLTECH,1244.7,0.6,2.05
TATACONSUM,1107.7,1.17,1.76
BAJAJFINSV,1889.4,0.69,1.63
HINDUNILVR,2161.8,0.33,1.42
ITC,281.3,0.18,1.41
HINDALCO,955.65,0.59,1.39
MAXHEALTH,1084.2,0.3,0.49
POWERGRID,289.8,0.17,0.42
ONGC,252.37,0.19,0.37
ULTRACEMCO,11908.0,0.13,0.37
WIPRO,174.82,0.22,0.31
