symbol,ltp,changepct,contribution
HDFCBANK,829.85,3.6,111.7
RELIANCE,1321.3,1.33,28.01
ICICIBANK,1426.9,1.1,22.39
M&M,3201.2,2.05,13.82
BHARTIARTL,1925.7,0.8,9.38
HINDALCO,980.4,2.85,6.89
BEL,425.55,1.79,5.55
BAJAJ-AUTO,10036.5,2.57,5.21
ONGC,243.9,2.55,5.11
LT,4041.0,0.36,3.48
EICHERMOT,7471.5,1.8,3.47
MARUTI,14456.0,0.63,2.68
ETERNAL,283.4,0.62,2.65
JSWSTEEL,1243.2,1.06,2.41
GRASIM,3213.0,1.01,2.2
NESTLEIND,1473.7,0.95,1.79
CIPLA,1472.3,0.97,1.71
TITAN,4484.4,0.52,1.69
TATASTEEL,190.87,0.56,1.68
ASIANPAINT,2754.9,0.62,1.67
SUNPHARMA,1912.8,0.42,1.58
TMPV,347.05,0.86,1.47
JIOFIN,240.0,0.27,0.57
TRENT,3343.8,0.1,0.2
HINDUNILVR,2202.0,0.04,0.18
TATACONSUM,1117.9,0.11,0.17
