symbol,ltp,changepct,contribution
MARUTI,14115.0,5.24,21.76
BAJFINANCE,1004.75,2.31,12.4
TITAN,4404.0,2.96,9.4
ETERNAL,264.6,2.0,8.35
BHARTIARTL,1852.0,0.59,6.76
ADANIPORTS,1810.2,1.92,4.26
TMPV,352.2,2.07,3.46
ADANIENT,3036.0,2.48,3.26
BAJAJFINSV,1780.2,1.19,2.81
INDIGO,5368.4,1.0,2.6
NESTLEIND,1405.2,1.29,2.37
SHRIRAMFIN,1042.15,0.92,2.11
BAJAJ-AUTO,9716.0,0.89,1.76
TRENT,3282.6,0.75,1.45
GRASIM,3100.0,0.64,1.36
CIPLA,1465.4,0.78,1.34
SBILIFE,1765.7,0.59,1.06
ONGC,234.9,0.36,0.7
APOLLOHOSP,8682.0,0.31,0.47
NTPC,356.65,0.15,0.47
BEL,411.8,0.05,0.15
POWERGRID,286.3,0.02,0.05
