symbol,ltp,changepct,contribution
INFY,1179.2,1.4,15.84
TITAN,4509.0,4.47,14.37
ASIANPAINT,2599.9,2.67,7.1
BHARTIARTL,1834.5,0.43,4.99
APOLLOHOSP,8097.0,3.21,4.89
HCLTECH,1198.4,1.25,4.32
ADANIPORTS,1760.4,1.57,3.53
TATACONSUM,1176.2,2.08,3.17
HINDUNILVR,2287.7,0.68,2.96
SUNPHARMA,1847.9,0.73,2.72
KOTAKBANK,380.8,0.37,2.3
BAJAJ-AUTO,10711.5,0.99,1.99
TECHM,1463.0,1.01,1.9
NTPC,402.15,0.45,1.43
INDIGO,4522.7,0.35,0.92
NESTLEIND,1482.4,0.43,0.8
GRASIM,2968.6,0.27,0.58
WIPRO,197.91,0.28,0.4
BEL,439.7,0.06,0.18
ITC,307.45,0.02,0.16
POWERGRID,313.95,0.05,0.12
