symbol,ltp,changepct,contribution
TCS,2452.7,3.36,22.04
M&M,3502.0,2.82,19.12
RELIANCE,1334.8,0.74,15.67
INFY,1175.1,0.87,10.0
SBIN,1097.2,1.12,9.16
HINDALCO,1059.6,3.17,7.71
BHARTIARTL,1959.9,0.61,7.19
GRASIM,3323.0,3.2,7.0
HCLTECH,1356.6,1.62,5.69
HINDUNILVR,2096.0,0.79,3.49
BEL,401.0,0.45,1.4
EICHERMOT,8020.0,0.66,1.28
WIPRO,187.53,0.76,1.1
ONGC,238.85,0.44,0.89
TMPV,347.0,0.48,0.83
POWERGRID,271.6,0.31,0.78
BAJAJ-AUTO,11662.0,0.36,0.73
ULTRACEMCO,12105.0,0.25,0.73
INDIGO,5333.0,0.27,0.72
NESTLEIND,1540.0,0.33,0.62
ITC,286.1,0.07,0.57
TECHM,1635.0,0.17,0.33
DRREDDY,1172.0,0.09,0.14
