symbol,ltp,changepct,contribution
HDFCBANK,840.7,-1.91,-58.28
ICICIBANK,1278.4,-2.66,-53.24
SBIN,1098.5,-3.89,-31.13
M&M,3187.6,-4.35,-28.85
LT,3842.1,-2.73,-25.98
KOTAKBANK,386.35,-3.36,-20.75
MARUTI,13508.0,-4.6,-19.23
AXISBANK,1288.3,-2.09,-14.86
ULTRACEMCO,11378.0,-5.08,-14.53
TATASTEEL,191.01,-3.75,-11.08
INDIGO,4236.7,-3.8,-9.95
ITC,306.0,-1.19,-9.41
TMPV,332.0,-5.35,-9.0
EICHERMOT,7266.0,-4.65,-8.83
BAJAJ-AUTO,9383.0,-4.41,-8.79
ADANIPORTS,1421.3,-3.8,-8.49
TCS,2527.4,-1.18,-7.57
JSWSTEEL,1192.6,-3.33,-7.44
BEL,457.35,-2.37,-7.23
BAJFINANCE,938.05,-1.28,-6.92
ASIANPAINT,2220.8,-2.58,-6.82
TITAN,4159.2,-2.01,-6.42
JIOFIN,232.25,-2.97,-6.14
HINDUNILVR,2194.6,-1.4,-6.06
ONGC,270.8,-2.92,-5.75
ETERNAL,229.56,-1.29,-5.42
SHRIRAMFIN,987.2,-2.01,-4.64
HDFCLIFE,653.75,-2.21,-3.77
NTPC,376.25,-1.14,-3.59
BAJAJFINSV,1841.5,-1.47,-3.5
HINDALCO,945.35,-1.41,-3.35
POWERGRID,295.2,-1.32,-3.27
GRASIM,2681.2,-1.37,-2.93
SBILIFE,1912.5,-1.5,-2.7
ADANIENT,1999.2,-2.0,-2.64
BHARTIARTL,1866.7,-0.22,-2.54
NESTLEIND,1235.8,-1.33,-2.46
DRREDDY,1287.0,-1.29,-1.95
TATACONSUM,1102.5,-1.27,-1.92
TRENT,3689.4,-0.9,-1.75
COALINDIA,437.65,-0.64,-1.12
MAXHEALTH,1041.5,-0.05,-0.08
