symbol,ltp,changepct,contribution
HDFCBANK,747.05,-0.95,-28.19
RELIANCE,1291.0,-0.97,-19.54
BHARTIARTL,1798.2,-1.14,-12.79
TCS,2198.9,-1.88,-11.73
HINDALCO,1092.6,-2.93,-6.78
KOTAKBANK,377.45,-1.06,-6.37
TATASTEEL,206.77,-1.8,-5.17
TRENT,2774.2,-2.23,-4.22
WIPRO,198.37,-2.91,-4.01
NTPC,361.65,-1.3,-3.98
HCLTECH,1154.7,-1.16,-3.88
INFY,1197.5,-0.32,-3.5
COALINDIA,472.3,-1.94,-3.31
JSWSTEEL,1284.0,-1.31,-2.85
TATACONSUM,1130.9,-1.6,-2.36
ULTRACEMCO,10912.0,-0.77,-2.14
ONGC,264.75,-1.05,-2.01
INDIGO,4481.3,-0.61,-1.55
SBIN,977.7,-0.16,-1.24
BEL,408.2,-0.41,-1.22
GRASIM,3087.7,-0.51,-1.06
EICHERMOT,7070.0,-0.56,-1.03
BAJAJFINSV,1703.2,-0.39,-0.9
TMPV,397.8,-0.48,-0.79
TECHM,1483.5,-0.26,-0.47
MARUTI,13050.0,-0.11,-0.45
BAJAJ-AUTO,10342.0,-0.19,-0.37
