symbol,ltp,changepct,contribution
RELIANCE,1535.9,-0.69,-15.44
M&M,3690.8,-1.57,-11.25
BEL,403.8,-3.01,-9.92
ITC,403.55,-1.05,-8.97
JSWSTEEL,1106.0,-3.01,-7.27
BHARTIARTL,2152.1,-0.49,-6.11
BAJFINANCE,994.0,-1.01,-5.9
TATASTEEL,165.36,-1.57,-5.01
AXISBANK,1269.0,-0.53,-4.07
GRASIM,2688.7,-1.69,-3.9
ULTRACEMCO,11584.0,-1.24,-3.83
MAXHEALTH,1155.8,-2.14,-3.83
NTPC,323.45,-0.98,-3.33
LT,4013.3,-0.29,-2.98
COALINDIA,372.55,-1.49,-2.82
JIOFIN,299.85,-1.22,-2.72
BAJAJFINSV,2030.8,-1.05,-2.7
TITAN,3874.3,-0.77,-2.66
TRENT,4310.9,-1.11,-2.33
DRREDDY,1226.2,-1.42,-2.32
TCS,3141.2,-0.3,-2.08
TMPV,358.3,-1.09,-1.98
INDIGO,5805.5,-0.65,-1.84
SBIN,970.6,-0.21,-1.82
HINDUNILVR,2424.2,-0.39,-1.82
NESTLEIND,1269.2,-0.9,-1.8
POWERGRID,275.8,-0.65,-1.74
ICICIBANK,1368.4,-0.08,-1.73
ETERNAL,301.0,-0.31,-1.41
ADANIENT,2399.2,-0.95,-1.36
ONGC,245.75,-0.49,-1.04
HINDALCO,774.65,-0.39,-1.0
CIPLA,1504.0,-0.52,-0.97
APOLLOHOSP,7354.5,-0.49,-0.8
SBILIFE,2014.8,-0.38,-0.74
HDFCLIFE,761.65,-0.31,-0.57
MARUTI,15958.0,-0.12,-0.54
KOTAKBANK,2087.3,-0.02,-0.13
