symbol,ltp,changepct,contribution
RELIANCE,1292.9,1.33,27.88
HDFCBANK,753.95,0.77,23.78
M&M,3283.7,1.92,12.89
SBIN,1025.3,1.14,9.23
MARUTI,14188.0,1.72,7.28
BHARTIARTL,1956.8,0.34,3.97
EICHERMOT,7912.5,1.72,3.3
COALINDIA,417.2,1.74,3.09
TECHM,1669.0,1.51,2.86
ONGC,241.59,1.38,2.75
POWERGRID,285.7,1.01,2.53
TMPV,334.2,1.33,2.26
ULTRACEMCO,11847.0,0.76,2.2
NESTLEIND,1520.7,1.16,2.17
HCLTECH,1352.7,0.62,2.16
WIPRO,186.33,1.48,2.12
SUNPHARMA,2001.1,0.56,2.1
MAXHEALTH,1124.8,1.21,2.03
HINDALCO,970.4,0.83,2.0
BAJAJ-AUTO,11432.0,0.83,1.68
LT,3937.7,0.16,1.54
NTPC,344.85,0.39,1.24
ADANIENT,3049.1,0.81,1.08
APOLLOHOSP,8988.0,0.59,0.9
DRREDDY,1144.8,0.22,0.34
TITAN,4850.0,-0.0,-0.0
