symbol,ltp,changepct,contribution
ADANIPORTS,1664.1,-3.23,-7.3
ICICIBANK,1433.9,-0.28,-5.67
SHRIRAMFIN,1027.2,-1.68,-3.92
TCS,2431.8,-0.6,-3.9
AXISBANK,1228.9,-0.53,-3.81
HDFCLIFE,545.4,-2.03,-3.5
ITC,285.05,-0.42,-3.36
INDIGO,5230.5,-0.87,-2.31
JIOFIN,246.95,-1.01,-2.11
BEL,384.9,-0.68,-2.1
HINDUNILVR,2107.9,-0.47,-2.06
BAJAJFINSV,1909.4,-0.78,-1.88
SBILIFE,1877.5,-0.92,-1.68
ETERNAL,310.65,-0.37,-1.57
KOTAKBANK,389.4,-0.21,-1.31
ASIANPAINT,2746.2,-0.44,-1.18
JSWSTEEL,1270.8,-0.45,-1.02
CIPLA,1466.4,-0.54,-0.95
TATASTEEL,186.92,-0.19,-0.57
GRASIM,3104.8,-0.26,-0.56
BAJFINANCE,1053.5,-0.09,-0.49
INFY,1155.1,-0.04,-0.46
TRENT,2999.2,-0.2,-0.39
TATACONSUM,1094.2,-0.17,-0.26
